mass_low,mass_high,mass_center,count,background,residual,analysis_mask,background_fit_mask
8.631455059045270772e+00,8.733019819813184981e+00,8.682088925164791249e+00,2.600000000000000000e+01,2.681344447667612130e+01,-1.570911109082274160e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.733019819813184981e+00,8.835779674636420111e+00,8.784249485420046355e+00,3.400000000000000000e+01,2.723023667517124125e+01,1.297321984408627227e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.835779674636420111e+00,8.939748685969220787e+00,8.887612150394755162e+00,2.900000000000000000e+01,2.765321135901017868e+01,2.561100720396319308e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.939748685969220787e+00,9.044941081736169508e+00,8.992191065036371000e+00,2.500000000000000000e+01,2.808220199987217569e+01,-5.816282849929602650e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.044941081736169508e+00,9.151371257279251381e+00,9.098000540733369945e+00,2.600000000000000000e+01,2.851703508262502140e+01,-4.713430240773665014e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.151371257279251381e+00,9.259053777327816093e+00,9.205055057273728636e+00,6.000000000000000000e+01,2.895753022322881165e+01,5.768667505529045059e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.259053777327816093e+00,9.368003377991735547e+00,9.313369264826457439e+00,7.800000000000000000e+01,2.940350031488136295e+01,8.962010989347788836e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.368003377991735547e+00,9.478234968778002312e+00,9.422957985946435855e+00,1.230000000000000000e+02,2.985475170213270957e+01,1.704723597809197599e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.478234968778002312e+00,9.589763634631067291e+00,9.533836217602850382e+00,1.060000000000000000e+02,3.031108438256014281e+01,1.374774748165185834e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.589763634631067291e+00,9.702604637997175985e+00,9.646019133231492404e+00,5.500000000000000000e+01,3.077229223545838366e+01,4.367494859262301077e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.702604637997175985e+00,9.816773420912999981e+00,9.759522084811216303e+00,4.600000000000000000e+01,3.123816327686154892e+01,2.641177884492672767e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.816773420912999981e+00,9.932285607118846116e+00,9.874360604964810051e+00,6.100000000000000000e+01,3.170847994007587189e+01,5.201806561005827945e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.932285607118846116e+00,1.004915700419673286e+01,9.990550409084614003e+00,8.400000000000000000e+01,3.218301938076635338e+01,9.133951676257499486e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.004915700419673286e+01,1.016740360573361635e+01,1.010810739748312592e+01,8.200000000000000000e+01,3.266155380550604548e+01,8.633105485137074098e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.016740360573361635e+01,1.028704159351008052e+01,1.022704765756892797e+01,5.500000000000000000e+01,3.314385082256740844e+01,3.796401737311218216e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.028704159351008052e+01,1.040808733971477551e+01,1.034738746604820925e+01,6.900000000000000000e+01,3.362967381360870434e+01,6.099268293362153592e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040808733971477551e+01,1.053055740918491701e+01,1.046914329115220177e+01,5.200000000000000000e+01,3.411878232478896678e+01,3.061260787248399673e+00,0.000000000000000000e+00,0.000000000000000000e+00
